date,spot,fwd_W2,fwd_M1,fwd_W6,fwd_M2,fwd_M3,fwd_M4,fwd_M5,fwd_M6,fwd_M9,fwd_Y1,min_W2,min_M1,min_W6,min_M2,min_M3,min_M4,min_M5,min_M6,min_M9,min_Y1,level_W2,level_M1,level_W6,level_M2,level_M3,level_M4,level_M5,level_M6,level_M9,level_Y1,skew_W2,skew_M1,skew_W6,skew_M2,skew_M3,skew_M4,skew_M5,skew_M6,skew_M9,skew_Y1,conv_W2,conv_M1,conv_W6,conv_M2,conv_M3,conv_M4,conv_M5,conv_M6,conv_M9,conv_Y1,adjSkew_W2,adjSkew_M1,adjSkew_W6,adjSkew_M2,adjSkew_M3,adjSkew_M4,adjSkew_M5,adjSkew_M6,adjSkew_M9,adjSkew_Y1,adjConv_W2,adjConv_M1,adjConv_W6,adjConv_M2,adjConv_M3,adjConv_M4,adjConv_M5,adjConv_M6,adjConv_M9,adjConv_Y1
20150102,35.36,35.346999931124266,35.32873719922319,35.33501347429858,35.335612402864975,35.33546420786871,35.34462581481321,35.35378742175772,35.00537230727401,34.66137626828791,34.66137626828791,0.3226487080331807,0.3052332397682772,0.29664763741139943,0.29001457706043526,0.2804439834610762,0.27120495611549583,0.26550726626377474,0.2655269518221901,0.2673940027994538,0.2673940027994538,0.33391014384766676,0.33110119346189865,0.33011824287508285,0.3283946529053174,0.3234913702173893,0.3183331581854611,0.31519771477194,0.31498880366799376,0.3158301178401858,0.3158301178401858,-0.02484544148413872,-0.03198278222418696,-0.036277514463113156,-0.0406981605981893,-0.04511241158241394,-0.04850319322777543,-0.050216564261132045,-0.04849715817087086,-0.046091426971558595,-0.046091426971558595,0.00875627515036316,5.128033166974723E-4,-0.002257023904419783,-0.009174630427001874,-0.0172479144715892,-0.012709753392184778,-0.0030278593611466078,0.0027593380179643757,0.0010264266633305747,0.0010264266633305747,-0.3854541588207174,-0.3573097345775349,-0.3407541424376315,-0.31078740926907805,-0.28854268675925915,-0.28128270239790504,-0.25646023662704076,-0.21906162355841416,-0.19900590913317773,-0.19900590913317773,1.7736187704877646,0.1648355179726323,-0.08738946862165216,-0.487083021912634,-0.7692891801551237,-0.5943127583594616,-0.20363326230678086,0.05906875265868379,0.01913460765750523,0.01913460765750523
20150105,34.15,34.18549943831676,34.19558301320333,34.204473866515656,34.20552274801487,34.213514515737046,34.2310144098046,34.248514303872156,33.79884899326745,33.51081464496243,33.51081464496243,0.357900598170871,0.3220683153697881,0.3131993283240566,0.30145694714218285,0.28336382804066107,0.2690981306625765,0.26016350792652404,0.2667889946933095,0.2717999359996535,0.2717999359996535,0.37801887054170136,0.35364248224528266,0.3483266282061239,0.34464719560283746,0.3368013524906924,0.32962779166804357,0.3252477195003618,0.3258626137694874,0.3269528968840476,0.3269528968840476,-0.01601322042660219,-0.0326256463587437,-0.03568239385123972,-0.04114256477386558,-0.04648233687889511,-0.04707061947282213,-0.04524466600933441,-0.043792350290419745,-0.043615468684076945,-0.043615468684076945,-0.0050388676457417,0.008943953151169982,0.01840395020857896,0.013439652877988715,-3.507463359474791E-4,0.002987928215837878,0.008054397766173829,0.006421690743686789,0.003129399555283023,0.003129399555283023,-0.21114857410232377,-0.3458508551393596,-0.3135407090120929,-0.29855707014154015,-0.2888873905630532,-0.2674414095689022,-0.2250651542677539,-0.19090525120392068,-0.18330931288492003,-0.18330931288492003,-1.1184925474963048,0.7948263567220437,1.2822804814485191,0.8984623074020963,-0.037645157018891755,0.03910899466380705,0.1605144150243373,0.12903862703331728,0.055277575720017354,0.055277575720017354
20150106,34.76,34.77957164667224,34.787372769418795,34.8015030950659,34.79518620427642,34.79720951178947,34.81352662435508,34.82984373692069,34.38857530820533,34.14926042741694,34.14926042741694,0.33200549483265684,0.3031474972643679,0.2965699833956476,0.29066868379471156,0.28195895274998184,0.2753444664663609,0.2712983776588279,0.26885593853586587,0.26829288385673083,0.26829288385673083,0.36356680794296076,0.3462749521043448,0.34239530295834925,0.3393416738796058,0.332719592685569,0.32709421699158264,0.323672066216453,0.3273867416432993,0.329528101759611,0.329528101759611,-0.015304225015871916,-0.026056695382760457,-0.029843704152295748,-0.03974369632250034,-0.04871322324056557,-0.048664128196065776,-0.04592779792856911,-0.045475713540241394,-0.046064422616992,-0.046064422616992,-0.001690576494143216,0.01008832896134262,0.016703052908534383,0.02250982578367245,0.02635537166249562,0.025336571426455408,0.019415809128645822,-0.0021620979076637722,-0.013289077142385246,-0.013289077142385246,-0.21312658408104354,-0.28194141803152095,-0.263828191560091,-0.28945443650048325,-0.30873029237891814,-0.2812049534606215,-0.23022429792984891,-0.19726893084114752,-0.19262118673086423,-0.19262118673086423,-0.5909016111428617,1.1031005829772946,1.2704547767938927,1.2658180768343454,1.1109392987981037,0.9674604330444102,0.5670855846141856,-0.01443384958129107,-0.23236551039632786,-0.23236551039632786
20150107,35.7,35.685890059515444,35.68246899836611,35.68142001785046,35.68275696321812,35.69559166096324,35.714398023127444,35.73320438529165,35.24900672553951,35.02825752934237,35.02825752934237,0.3326899804873065,0.3108435093222398,0.29738602054370533,0.2897828942880944,0.27957992000909504,0.27214634547140365,0.2675870967780953,0.265394455912284,0.26503474090235885,0.26503474090235885,0.34668648480026687,0.33989398666795306,0.3342189268312245,0.3314463811016736,0.3261502869358501,0.32193398959446057,0.3193774945874045,0.31866003267740467,0.31865377870706896,0.31865377870706896,-0.027384320709780776,-0.030251736147935054,-0.03354557346266234,-0.04083263658634041,-0.04697651322935618,-0.04732053096382614,-0.04516550616643594,-0.04745593255893326,-0.04906830861092685,-0.04906830861092685,0.021113671830328317,-2.1278982914922892E-4,0.015334500988884461,0.011694838717969287,0.0023521481617851557,6.803246198105756E-4,-0.002219435386782156,0.005556150354681266,0.010325268460339347,0.010325268460339347,-0.4137117566134027,-0.308728189083155,-0.2973493134099475,-0.30721066721992063,-0.3051564516073723,-0.27853323449610695,-0.22886396130515038,-0.2109071859076971,-0.21277533586029587,-0.21277533586029587,4.990263442972214,-0.03166272558283543,1.1413499703117402,0.8329968938774637,0.11918462661303433,0.06685805015279013,-0.03149591897308193,0.10047330778691545,0.19415194496553187,0.19415194496553187
20150108,36.27,36.28559358792434,36.30561894545734,36.30034255411893,36.30078834430825,36.310377621116274,36.32413606662024,36.337894512124215,35.829229967226155,35.63752973217636,35.63752973217636,0.30409490469037276,0.29294610165478185,0.2834387312550706,0.272732633810314,0.2646691740079458,0.2606933286547859,0.25827844580249154,0.2554037806317834,0.25467583724725273,0.25467583724725273,0.33656579495786865,0.3283818320655399,0.32891466032238476,0.32600986326520043,0.32008568554300715,0.3157041257456664,0.31304575443026655,0.3131686738912023,0.313418890870196,0.313418890870196,-0.026373339504352056,-0.03205104667706753,-0.03702702811146469,-0.04186945117741213,-0.045271543136057434,-0.04495312742666183,-0.04207293785287234,-0.04259845410769146,-0.04327750953336217,-0.04327750953336217,-0.017026548984138145,0.026447071734053987,0.005119773299194929,0.0018997489123211845,0.0012793464101809129,0.0028435592810815862,0.004976654185735779,0.0038959862520716385,0.0030307241375709024,0.0030307241375709024,-0.4133610694243308,-0.3401274626350728,-0.3324521982858326,-0.32255090956234844,-0.3010497258975751,-0.2710349636893662,-0.21739907816140472,-0.1928084371474044,-0.19133371924791698,-0.19133371924791698,-3.154030958729574,3.0783665113306427,0.4879911690587036,0.14034637442726988,0.04369234622781448,0.0763902989977418,0.11815517044799709,0.08241114277000781,0.05923861739057499,0.05923861739057499
20150109,36.17,36.19617071246613,36.20107636934858,36.193728004383885,36.190401618788115,36.19565372500689,36.205643990145205,36.21563425528352,35.67227542113622,35.49839432639578,35.49839432639578,0.30139465022724704,0.2898071125764367,0.27787110859333525,0.27549351130158484,0.26912117246005596,0.2643157299678925,0.26139006272957405,0.25835956311235014,0.25771643814096445,0.25771643814096445,0.32274311511570103,0.32497671322634547,0.32435796909523534,0.3228607726669097,0.31864736623053125,0.31547700927173683,0.3135594090488606,0.3132398083470927,0.3132724112625022,0.3132724112625022,-0.030584426642466002,-0.03346248228527461,-0.03629745299183749,-0.041367108845349214,-0.04573184761134043,-0.04688516630530674,-0.045798857598376215,-0.044149307236278634,-0.04371885437997256,-0.04371885437997256,0.016664369801923914,0.020216399362774376,0.013422939352229714,0.008872281285475583,0.004028182279580999,0.0026912926685862836,1.4594538830709804E-5,0.006926914878713346,0.009864979326249721,0.009864979326249721,-0.48337713498596324,-0.3605286340057346,-0.3295593685249263,-0.32176228188978,-0.305663462117376,-0.28140237511398336,-0.23462500700986225,-0.20001684855978732,-0.19381085061004316,-0.19381085061004316,4.150625974038172,2.4149843153915875,1.1076372949377178,0.6538631333620777,0.2052399400315659,0.14680678298479916,0.024950390742721394,0.13513830476585986,0.19387187411948847,0.19387187411948847
20150112,35.32,35.33927333885696,35.339359813945705,35.33774492019949,35.346881092704145,35.35922036337475,35.37089499144279,35.382569619510825,34.797397474006495,34.70605646956124,34.70605646956124,0.31850309604003296,0.2975143585106517,0.2883484058705421,0.2832940818263218,0.2726678826390458,0.26580084160104966,0.26159410409947276,0.25816962258512416,0.25780321554069324,0.25780321554069324,0.3538325195198967,0.34383504276209625,0.33941338910148283,0.33580847329325364,0.3279175000708104,0.32285099923093613,0.31977256951691196,0.32006276337942147,0.3201653231930378,0.3201653231930378,-0.04110921797434243,-0.045236794042571804,-0.04589006243705673,-0.04919731846501806,-0.05201557411300423,-0.051655789035347184,-0.04835403828673024,-0.05393336495379987,-0.05496865851064425,-0.05496865851064425,-0.020003369140299775,-0.0042500427955207195,0.006221708836589907,5.983544467490995E-4,-0.0016768075820158639,6.495597003802981E-4,0.004418578554310521,-0.0019427802785053558,-0.0032729068231647325,-0.0032729068231647325,-0.6240584573043647,-0.466448713787867,-0.4035955431783931,-0.3679732051625232,-0.34092937419247127,-0.30469124554965216,-0.24117240770464984,-0.2384371787478997,-0.24034052122143187,-0.24034052122143187,-5.0087435125485555,-0.5889947431866033,0.5076778857437002,0.10477588074562183,-0.10217061354069787,-0.03211812258361183,0.08998904944213362,-0.034226993984266985,-0.06256873322118492,-0.06256873322118492
20150113,35.71,35.681969347902594,35.67863845917375,35.67927035179294,35.675950259996775,35.68673860235402,35.700947565862265,35.71515652937052,35.117664778761686,35.05368362747906,35.05368362747906,0.3120675899059475,0.29831396198605287,0.2877472781306165,0.2799773828996395,0.2701628913181663,0.2644935635355584,0.2610328706035827,0.2589114029411901,0.25876021142845645,0.25876021142845645,0.3388948667401709,0.3329940359958203,0.32742472859881766,0.3265332034085704,0.3187611973520083,0.31364847996016154,0.31054044794155267,0.31402719106893806,0.31437770979673646,0.31437770979673646,-0.026510317792031002,-0.040858650254722385,-0.04214255158987503,-0.0472286995642659,-0.04980439300368546,-0.04792628514063597,-0.04286923659308577,-0.04831402457360074,-0.04902857653604465,-0.04902857653604465,0.06258722646664738,-0.0026101482911538134,0.014422446750766892,0.0064601134069616,0.00391464304813155,0.005764016680025099,0.007885636619843499,1.7217913033676369E-4,-8.457662264951074E-4,-8.457662264951074E-4,-0.41790982550282685,-0.43495666726837096,-0.38584596539024124,-0.3618490324643576,-0.3384546236933211,-0.29382476209520975,-0.22006910118054898,-0.21768940374002296,-0.21894294239277384,-0.21894294239277384,20.2994191741868,-0.5697501470703129,1.2813290675461058,0.5051180189763574,0.1661942406491939,0.19066004077629883,0.1996597008587572,0.007312815710987297,-0.016866061147883842,-0.016866061147883842
20150114,36.07,36.061555059717364,36.064630341466646,36.059795705188456,36.06809279428708,36.07712293884153,36.08543177171824,36.093740604594956,35.45559273541357,35.41608388485475,35.41608388485475,0.3091069909088055,0.2978878075764795,0.28195237038345283,0.2791914751669849,0.2706805438370446,0.2655194324242164,0.2623740389304054,0.26055651560862125,0.26047840688650664,0.26047840688650664,0.34909078532776516,0.3392255281687825,0.3305704166412857,0.3290363830672816,0.32097599080690614,0.3160087714669064,0.3129906034144676,0.3148542456438894,0.31496820205373954,0.31496820205373954,-0.04164294273247399,-0.04384568165351804,-0.048968517551366116,-0.047964938261221474,-0.050119813516200006,-0.05035410728580911,-0.0478908058162986,-0.04685916057942058,-0.04679669831373717,-0.04679669831373717,-0.012846679245237604,0.011401656113211714,0.03391094936439076,0.011549827928864257,0.001064321122349248,-0.0040657300775097105,-0.011938193731023027,-0.0031805809496685874,-0.0024449328724945787,-0.0024449328724945787,-0.6740446953752073,-0.4479363155840487,-0.4488197430776072,-0.3668140430306498,-0.33692433341642103,-0.3025843339029405,-0.2416316954488579,-0.21071677817413623,-0.20918781233792474,-0.20918781233792474,-3.631858923033206,1.1768722410978412,3.0407045547182596,0.9410715784252279,0.11723888331783418,-0.03213710642312532,-0.2757409049208705,-0.06707913353997563,-0.04885502839045091,-0.04885502839045091
20150115,35.53,35.55967946711415,35.57022162449268,35.563746977927394,35.55627054377798,35.56734587387464,35.58112675437282,35.594907634871,34.97255106939488,34.95979713739568,34.95979713739568,0.3291507389847016,0.3181291015747916,0.29750394847650113,0.2967704859552821,0.2846871354869701,0.2773958923101512,0.2729276655925634,0.27265337245050547,0.27265471641572786,0.27265471641572786,0.3493445332875028,0.34240065993759167,0.33272137522567163,0.3303966852085746,0.32308689162104903,0.31887361275173254,0.3163187091092402,0.3165122520879134,0.31651907155891096,0.31651907155891096,-0.03635144788318038,-0.03342034896566086,-0.03410711873211611,-0.03892653099877321,-0.0419732212737159,-0.041668447584798596,-0.03898628565656975,-0.04016200875804293,-0.04018842887265988,-0.04018842887265988,0.04477519960255557,-0.0013022225428821106,0.01353239757650953,0.00631438264640332,0.0037809945087733453,0.00157990805530315,-0.0023518873763643706,0.004829074833980537,0.0050114264877246725,0.0050114264877246725,-0.5640410810783146,-0.3391556316996023,-0.30924865318004324,-0.29246579472054574,-0.28252503462828643,-0.24988000714023015,-0.19401043084967842,-0.17949843672507812,-0.17928781541684252,-0.17928781541684252,11.505770070647378,-0.17303182047655968,1.2105569680584596,0.43560763540492664,0.21219125313629306,0.12319978717142324,-0.045652620631930485,0.09586493206438991,0.09973804670411875,0.09973804670411875
